age,job,marital,education,default,balance,housing,loan,contact,poutcome,Target,avgloginspermonth,AvgSessiontime,bounceRate,successrate,timeontask,featureusagescore
40,services,married,unknown,no,4075,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
40,blue-collar,divorced,unknown,no,2357,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
40,unknown,married,unknown,no,35,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
40,blue-collar,divorced,unknown,no,0,no,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
40,technician,married,unknown,no,0,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,blue-collar,single,unknown,no,29,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
40,management,married,unknown,no,419,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,blue-collar,married,unknown,no,0,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,management,married,unknown,no,6,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,management,married,unknown,no,3165,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
40,services,married,unknown,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,services,divorced,unknown,no,5847,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
40,admin.,married,unknown,no,9110,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
40,self-employed,single,unknown,no,109,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,blue-collar,married,unknown,no,1181,yes,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
40,blue-collar,married,unknown,no,638,yes,yes,cellular,failure,no,15,130,0.3,0.7,90,0.8
40,admin.,single,unknown,no,355,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
40,blue-collar,married,unknown,no,928,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,management,divorced,unknown,no,4095,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,admin.,divorced,unknown,no,64,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
40,services,married,unknown,no,-516,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
40,admin.,married,unknown,no,9110,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
40,blue-collar,married,unknown,no,87,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
40,blue-collar,divorced,unknown,no,528,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
40,blue-collar,married,unknown,no,247,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
40,blue-collar,single,unknown,no,1074,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,services,married,unknown,no,4,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,entrepreneur,married,unknown,no,89,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,225,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,technician,married,unknown,no,254,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,management,married,unknown,no,2457,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,31,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,technician,single,unknown,no,356,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,1057,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,732,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,665,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,single,unknown,no,2835,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,single,unknown,no,961,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,technician,married,unknown,no,-1136,yes,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,technician,single,unknown,no,454,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,unknown,single,unknown,no,1259,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,management,single,unknown,no,1604,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,self-employed,single,unknown,no,426,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,technician,divorced,unknown,no,143,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,single,unknown,no,4684,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,single,unknown,no,387,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,divorced,unknown,no,19,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,2113,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
41,technician,married,unknown,no,30,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,402,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,management,divorced,unknown,no,465,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
41,technician,married,unknown,no,-391,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,0,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,services,married,unknown,no,1538,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
41,management,single,unknown,no,335,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,services,married,unknown,yes,-1,no,yes,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
41,unknown,married,unknown,no,779,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,services,married,unknown,no,5980,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,management,married,unknown,no,944,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,1402,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,admin.,married,unknown,no,488,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,admin.,single,unknown,no,350,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,402,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
41,technician,single,unknown,no,2701,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,services,married,unknown,no,230,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,services,married,unknown,no,1236,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,unknown,single,unknown,no,942,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
41,services,married,unknown,no,394,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,admin.,single,unknown,no,419,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
41,services,married,unknown,no,88,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
41,technician,single,unknown,no,3652,yes,no,cellular,success,no,15,130,0.3,0.7,90,0.8
41,blue-collar,married,unknown,no,2361,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
41,self-employed,married,unknown,no,1377,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
41,unknown,single,unknown,no,942,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
41,technician,single,unknown,no,5372,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
42,management,married,unknown,no,275,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,408,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,57,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,132,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,management,married,unknown,no,1333,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,1260,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,services,married,unknown,no,8,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,admin.,married,unknown,no,642,yes,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,1323,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,admin.,single,unknown,no,-138,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,0,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,admin.,single,unknown,no,297,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,1123,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,management,married,unknown,no,342,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,technician,single,unknown,no,344,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,unknown,single,unknown,no,1316,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,technician,married,unknown,no,0,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,8600,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,entrepreneur,single,unknown,no,323,no,no,unknown,unknown,yes,8,50,0.8,0.2,210,0.3
42,housemaid,married,unknown,no,72,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,services,divorced,unknown,no,651,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,524,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,student,married,unknown,no,2374,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,entrepreneur,single,unknown,no,33,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,admin.,single,unknown,no,22,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,management,married,unknown,no,587,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,unknown,single,unknown,yes,61,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,services,single,unknown,no,4800,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,divorced,unknown,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,management,married,unknown,no,6573,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,housemaid,married,unknown,no,302,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,divorced,unknown,no,-291,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,unemployed,married,unknown,no,970,yes,no,telephone,unknown,yes,8,50,0.8,0.2,210,0.3
42,blue-collar,married,unknown,no,149,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,345,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,married,unknown,no,-416,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,technician,single,unknown,no,2193,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,single,unknown,no,974,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,-406,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,married,unknown,no,1340,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,entrepreneur,married,unknown,no,206,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
42,student,married,unknown,no,-7,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
42,unknown,married,unknown,no,222,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,technician,married,unknown,no,-401,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
42,unemployed,married,unknown,no,970,yes,no,telephone,success,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,452,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,2906,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,married,unknown,no,-1085,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,married,unknown,no,7482,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,single,unknown,no,410,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,services,married,unknown,no,177,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
42,technician,married,unknown,no,906,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,management,divorced,unknown,no,7702,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
42,unemployed,single,unknown,no,3274,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,technician,married,unknown,no,254,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,665,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,1154,yes,no,cellular,other,no,15,130,0.3,0.7,90,0.8
42,blue-collar,married,unknown,no,732,yes,no,telephone,failure,no,15,130,0.3,0.7,90,0.8
42,technician,single,unknown,no,11115,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
42,technician,married,unknown,no,1559,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
42,blue-collar,single,unknown,no,2835,yes,no,telephone,failure,no,15,130,0.3,0.7,90,0.8
42,blue-collar,single,unknown,no,961,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
42,management,married,unknown,no,933,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,technician,single,unknown,no,11115,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
42,technician,married,unknown,no,1559,no,no,cellular,success,no,15,130,0.3,0.7,90,0.8
42,unemployed,married,unknown,no,190,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
42,management,married,unknown,no,849,yes,no,cellular,other,yes,8,50,0.8,0.2,210,0.3
42,unknown,single,unknown,no,942,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
42,admin.,married,unknown,no,756,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
42,management,married,unknown,no,1519,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
42,admin.,married,unknown,no,756,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
42,management,married,unknown,no,1519,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
43,services,single,unknown,no,0,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,technician,divorced,unknown,no,205,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,entrepreneur,married,unknown,no,100,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,0,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,admin.,married,unknown,no,350,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,admin.,single,unknown,no,87,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,services,single,unknown,no,193,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,24,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,3373,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,-633,yes,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,self-employed,single,unknown,no,3173,no,no,unknown,unknown,yes,8,50,0.8,0.2,210,0.3
43,blue-collar,married,unknown,no,91,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,5172,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,self-employed,married,unknown,no,6,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,yes,-715,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,498,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,705,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,technician,married,unknown,no,1156,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,services,divorced,unknown,no,159,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,admin.,married,unknown,no,3485,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,admin.,single,unknown,no,682,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,-19,no,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,0,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,unknown,married,unknown,no,1517,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,divorced,unknown,yes,1,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,624,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,entrepreneur,married,unknown,no,0,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,services,divorced,unknown,no,2363,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,technician,single,unknown,no,572,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,admin.,married,unknown,no,1998,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,entrepreneur,single,unknown,no,323,no,no,cellular,success,no,15,130,0.3,0.7,90,0.8
43,unknown,single,unknown,no,181,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,117,yes,no,telephone,other,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,595,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
43,admin.,single,unknown,no,474,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,services,married,unknown,no,790,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,587,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
43,management,married,unknown,no,275,no,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,1123,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,245,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,175,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,services,divorced,unknown,no,-291,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,245,yes,yes,cellular,other,no,15,130,0.3,0.7,90,0.8
43,blue-collar,married,unknown,no,285,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
43,unemployed,single,unknown,no,3274,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
43,management,divorced,unknown,no,7702,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
43,management,divorced,unknown,no,7702,no,no,cellular,success,no,15,130,0.3,0.7,90,0.8
43,unemployed,married,unknown,no,970,yes,no,telephone,failure,no,15,130,0.3,0.7,90,0.8
43,technician,single,unknown,no,11115,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
43,technician,divorced,unknown,no,4389,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
43,technician,single,unknown,no,11115,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
43,technician,divorced,unknown,no,4389,no,no,telephone,success,yes,8,50,0.8,0.2,210,0.3
44,admin.,married,unknown,no,40,no,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,technician,single,unknown,no,78,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,management,married,unknown,no,187,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,single,unknown,no,2167,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,technician,married,unknown,no,185,yes,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,admin.,single,unknown,no,3,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,single,unknown,no,-101,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,146,yes,no,unknown,unknown,yes,8,50,0.8,0.2,210,0.3
44,blue-collar,divorced,unknown,no,532,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,single,unknown,no,0,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,technician,divorced,unknown,no,759,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,admin.,married,unknown,no,-299,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,189,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,15578,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,services,married,unknown,no,67,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,391,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,management,married,unknown,no,2982,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,single,unknown,no,4330,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,technician,married,unknown,no,1127,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,student,single,unknown,no,5078,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,technician,divorced,unknown,no,1823,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,unknown,single,unknown,no,1239,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
44,technician,single,unknown,no,1431,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,unknown,married,unknown,no,722,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
44,self-employed,married,unknown,no,680,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
44,admin.,single,unknown,yes,-612,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,879,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
44,unknown,married,unknown,no,1317,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
44,unemployed,single,unknown,no,3938,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,management,divorced,unknown,no,1784,no,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,1149,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,unemployed,married,unknown,no,1309,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,divorced,unknown,no,284,no,no,cellular,other,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,3373,yes,no,cellular,failure,no,15,130,0.3,0.7,90,0.8
44,technician,single,unknown,no,509,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,blue-collar,married,unknown,no,1529,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
44,self-employed,married,unknown,no,163,yes,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
44,technician,married,unknown,yes,-375,yes,yes,telephone,unknown,no,15,130,0.3,0.7,90,0.8
44,management,married,unknown,no,415,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
44,entrepreneur,single,unknown,no,323,no,no,cellular,failure,yes,8,50,0.8,0.2,210,0.3
44,self-employed,married,unknown,no,163,yes,no,cellular,success,no,15,130,0.3,0.7,90,0.8
44,management,married,unknown,no,21,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,management,married,unknown,no,282,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
44,unknown,single,unknown,no,18881,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
44,management,married,unknown,no,2724,no,no,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
44,management,married,unknown,no,282,no,no,cellular,success,yes,8,50,0.8,0.2,210,0.3
44,technician,single,unknown,no,11115,no,no,cellular,success,no,15,130,0.3,0.7,90,0.8
45,admin.,single,unknown,no,13,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,248,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,110,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,self-employed,married,unknown,no,-257,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,management,married,unknown,no,9051,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,1263,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,technician,married,unknown,no,473,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,-320,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,818,yes,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,technician,single,unknown,no,7108,yes,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,419,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,2056,no,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,unknown,married,unknown,no,360,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,unknown,married,unknown,no,1979,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,550,no,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,admin.,married,unknown,no,1557,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,admin.,married,unknown,no,1577,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,admin.,married,unknown,no,1783,no,no,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,technician,divorced,unknown,yes,-25,no,yes,unknown,unknown,no,15,130,0.3,0.7,90,0.8
45,admin.,divorced,unknown,no,857,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
45,entrepreneur,married,unknown,no,3133,yes,yes,cellular,unknown,yes,8,50,0.8,0.2,210,0.3
45,blue-collar,married,unknown,no,458,yes,yes,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,technician,married,unknown,no,557,yes,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,services,married,unknown,no,318,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,services,married,unknown,no,293,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,services,married,unknown,no,9,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
45,management,married,unknown,no,1525,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,unknown,married,unknown,no,4413,no,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,13265,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,single,unknown,no,713,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,admin.,divorced,unknown,no,998,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,5640,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
45,technician,single,unknown,no,1077,yes,no,telephone,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,0,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,unknown,married,unknown,no,2834,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
45,blue-collar,married,unknown,no,3114,no,no,cellular,unknown,no,15,130,0.3,0.7,90,0.8
